jobCpy,jobTitle,jobMes,jobSal,jobCon,jobAdd,jobUrl
电讯盈科深圳,"
SAP顾问助理（HYBRIS/ABAP）","
深圳-南山区|无工作经验|本科|招5人|08-17发布",4.5-6千/月,"19届应届生可先实习，毕业后全职工作。

工作内容：
 1) 
参与HYBRIS/ABAP学习，学习SAP系统以及各业务模块； 
 2) 按计划完成各项开发任务； 
 3) 负责进行开发功能的单元测试、集成测试等工作； 
 4) 参与协助业务顾问解决开发方面的各类问题；  
 5) 针对业务需求变化，负责客户化开发程序的应对与调整；
  6) 
对原有HYBRIS/ABAP程序代码进行修改和维护，原有程序的BUG修改；  7) 日常SUPPORT工作。
  
职位要求：
  
1) 2018及2019年应届生或希望从事SAP 开发人员，本科及以上学历。
 
计算机科学、软件工程、信息安全、信息管理、电子商务、电子通讯专业 其他计算机、软件或信息类相关专业；
 2) 
有软件开发基础，有较强的学习能力、语言沟通能力、勤奋好学，有高度的责任心和团队合作精神
 3) 
对软件开发有浓厚兴趣，熟练掌握至少一种编程语言或开发技术（框架），开发语言包含：Java、 ABAP、C＃、C/C++、PHP、.NET、python 等优先。(加分) 4) 熟悉至少一门数据库：Oracel/MySQL/MS SQL SERVER（加分）
 5) 
具备英文读写能力；（加分）
 6) 
良好的工作态度团队合作精神

职能类别：
ERP技术开发
ERP实施顾问
关键字：
sap
技术开发
顾问助理
ABAP
HYBRIS",科苑南路R3－A 2楼,https://jobs.51job.com/shenzhen-nsq/100992705.html?s=01&t=0
威富通科技有限公司,"
代码审计&安全开发工程师","
深圳-南山区|3-4年经验|大专|招2人|08-17发布",1.5-2万/月,"岗位职责
1.为研发工程师提供安全意识教育及安全开发技能培训;
2.负责提供代码层的统一解决方案;
3.负责搭建实现自动化审计平台;
4.负责对公司的web日志进行审计、数据分析，发现风险并制定安全策略；
5.负责研发安全架构的设计与评审；
6.参与制定安全开发标准与规范、保障业务安全发展 ；
7.跟踪业内前沿安全攻防技术动态与最新漏洞情报等信息；
任职要求：
1.熟悉Java、python的至少一种或多种编程语言和开发环境以及常用框架类库；
2.熟悉APP与Web常见的漏洞原理、利用方式、防御方案；
3.熟悉代码扫描工具如checkmarx，fortify的使用和规则优化；
4.熟悉持续集成，自动化编译和构建平台；
5.熟练使用Linux/Unix系统；
6.有较强的代码级漏洞发现和分析能力；
7.有一线互联网公司工作经验或者银行工作经验优先；
8.工作经验1-2年或毕业生，可接受实习;
职能类别：
软件工程师
关键字：
安全工程师",深圳市南山区高新南一道9号中科大厦25楼整层,https://jobs.51job.com/shenzhen-nsq/98721625.html?s=01&t=0
深圳市稳益投资管理有限公司,"
金融量化研究员(职位编号：1)","
深圳-南山区|1年经验|硕士|招1人|08-17发布|英语良好 英语良好",1-1.8万/月,"任职要求：
一、数学/统计/理工/金融硕士以上毕业，博士优先考虑，具编程能力,熟悉Matlab/R，统计软件SAS/SPSS/E-view，了解金融计量学/金融时间序列分析,具金融建模能力。(同时提供在校研究生实习机会)
二、精通至少一门编程语言，如 Python/C++
三、乐于接受挑战，善于思考，能从复杂中找到解决方法。
四、良好英文阅读能力。
五、熟悉量化交易模型及相关交易策略建构。
六、

一年以上研究工作经验，需具私募基金从业人员资格。
工作描述：
一、负责交易策略的研究及开发。
二、协助基金经理交易策略模型建构
三、交易数据的建立及整理
四、论文研读及报告。
工作福利
一、底薪10000-18000元，绩效奖金。
二、周休二日
三、享有法定假期及带薪假日
四、五险一金
五、全勤奖金
职能类别：
金融/经济研究员",深圳市南山区,https://jobs.51job.com/shenzhen-nsq/77215496.html?s=01&t=0
平安银行股份有限公司,"
BK110O-智能风控系统技术/数据管理岗(职位编号：BK110O)","
深圳-罗湖区|无工作经验|本科|招1人|08-17发布",20-30万/年,"1、根据银行对公授信贷投后风险监测预警管理工作要求，运用大数据思维与AI技术，深入分析全行公司授信后风险管理现状，充分运用银行内外部资源，开展大数据分析和风控模型建设，提出系统优化开发建议，设计对公风险预警管理系统优化建设工作计划、方案、业务开发需求；强化系统日常与定期智能风险监控分析与报告，进一步提升系统智能风控能力与风控水平，提升贷后风险管理能力与效率。
2、负责风控系统日常运行维护管理，包括系统管理、系统问题答疑、系统运行中出现问题与科技开发及时沟通修复等工作。负责风险系统优化开发沟通、UAT测试管理等工作，及时报告项目进度及风险，实现项目安全稳定投产。
任职资格：1、大学本科及以上学历，计算机、数学专业，有经济、金融、财会复合学位优先。
2、对金融风控感兴趣，了解银行业务，有系统开发、建模编程、人工智能结合金融等实习经历优先。
3、拥有系统开发、建模编程、人工智能等相关工作经验，有java、sql、Python等编程经验者优先；有一定数据处理和投资分析能力，对数据有较强敏感度，能够完成具体指定的数据统计分析工作。
4、能熟练运用windows办公软件；有较强的文字表达能力、有责任心、团队合作能力、沟通协调能力。职能类别：
风险控制",None,https://jobs.51job.com/shenzhen-lhq/105706129.html?s=01&t=0
成都市鹰诺实业有限公司深圳分公司,"
软件开发工程师","
深圳|5-7年经验|本科|招3人|08-17发布|英语良好",20-30万/年,"1.参与软件需求确定与开发方案、分析及计划的制定。
2. 自动化设备软件开发，负责非标自动化生产检测设备软件开发，编程实现和相关软件基本测试。
3. 熟悉Python,OpenCV或C/C++并有一年以上使用上述语言(至少一种)的软件开发（包括UI界面）经验。会使用Pycharm/eclipse/Visual Studio等（至少一种）工具。
4. 掌握linux系统常用命令，安装linux软件，至少掌握一种linux操作系统(ubuntu/centos/redhat等)。
5. 参与团队合作，与电气控制工程师共同完成设备软件设计。
职位要求：
1. 掌握Python或C/C#编程，熟悉OpenCV并有一定开发经验者优先；有一定的图像处理或机器视觉算法开发经验优先；
2. 具有良好的英语阅读能力和沟通能力，能快速阅读英文文献。
3. 较积极主动学习新知识；具有较强的协调沟通能力，分析解决问题能力，具有较强的团队合作精神。
4. 掌握linux系统常用命令，至少掌握一种linux操作系统（ubuntu/centos/redhat等）
5. 有一定 的机器视觉或图像处理相关的实习或研究项目经验；
职能类别：
软件工程师
关键字：
Python
OpenCV",深圳市保安区石岩水田第四工业区阿宝国际光通信产业园A1栋2楼,https://jobs.51job.com/shenzhen/92094493.html?s=01&t=0
华泰期货有限公司,"
量化研究实习生","
深圳-福田区|无工作经验|硕士|招若干人|08-13发布",1.5-2千/月,"岗位职责:
1、负责使用机器学习进行期货量化投资策略的开发及策略管理，以期货日内交易为主；
2、协助期货量化策略的数据支撑和回测框架的搭建；
3、对机器学习相关学术论文和研究报告的深入研读和改进；
4、协助向客户推介相关产品及完成公司交办的其它任务。
 
职位要求：
1、重点大学硕士在读或以上学历（特别优秀者条件可放宽），统计、计算机、金融、金融工程、数学、工程等相关理工专业，有扎实的数理基础和编程基础。
2、熟悉数据分析语言，熟练掌握Matlab/Python/C++等一种以上语言；具有良好的数据处理和统计分析能力，实践过日内量化交易策略回测者优先，熟悉tensorflow\theano\keras等机器学习库者优先。
3、具有较强的团队合作意识和能力，具备较强的学习能力、创新能力和进取精神，对量化投资和衍生品市场有浓厚兴趣。
4.保证每周到岗不少于3天，连续实习不少于三个月，能尽快上岗者优先。
职能类别：
金融/经济研究员",深圳市福田区NEOA座35楼,https://jobs.51job.com/shenzhen-ftq/97571286.html?s=01&t=0
龙马智芯（珠海横琴）科技有限公司,"
人工智能算法实习生","
珠海|无工作经验|本科|招10人|08-13发布",3-5千/月,"1、  从事深度学习，强化学习，机器学习、人工智能的算法研发；

2
、协助研发基于NLP、知识图谱、语音或者图像等前沿技术构建的人工智能系统

3
、
 
跟踪前沿相关技术并原型化

4
、  参与开发基于深度学习库的机器学习模型，参与模型开发、训练与测试

5
、针对不同的硬件平台，实习各类算法和优化

 

职位要求：

1、  计算机、软件、通信工程、数学等相关专业，大二以上本科、硕士或博士

2、 一周可实习4  天以上，并且实习期不低于2 个月

3、  熟练使用Python，Java，C/C++中至少一种编程语言

4、熟悉主流深度学习框架，并且至少使用过其中一种（例如但不限于Tensorflow、
Caffe
、
MXNet
、
Theano
、
Keras
等深度学习框架。

5
、熟悉依赖于第三方工具的
AI
或
ADAS
常见应用场景的技术验证；
职能类别：
算法工程师
语音/视频/图形开发工程师
关键字：
人工智能算法",横琴新区,https://jobs.51job.com/zhuhai/99913319.html?s=01&t=0
法林瓦管理咨询（深圳）有限公司,"
IT工程师 实习","
深圳-福田区|无工作经验|大专|招2人|08-13发布|英语良好",3-5千/月,"法林瓦是一家专业的法国财务金融管理咨询公司，主要领域：
Odoo / 外包财务指导 / 外包财务总监 / 综合业务组合（含企业新建，管理，财务金融，人力资源等业务）
“其中，Odoo是比利时开发的一款开源ERP软件，发展的初衷是为了提供SAP、Microsoft Dynamics等商业ERP软件的开源替代产品，成本仅为此类商业ERP软件的三分之一”
岗位职责：
希望你能够在压力下依旧具备良好的自我激励能力，并且愿意致力于ERP的功能分析和研发，工作严谨关注细节，有能力将项目经理的工作安排妥善完成。欢迎您的加入。
 任职要求：
流利的英文和中文
1. 熟练使用Excel和PPT，熟悉数据库结构.
2. 英语口语流利，具备良好的书写技巧.
3. 良好的沟通技巧和团队协作.
4. 对长期发展的互联网行业有兴趣，喜欢技术；
5. 有无软件相关工作经验者均可，欢迎优秀的应届大学毕业生
优先考虑具备以下条件者：
   技术能力
？可以做编程（必须）
？Shell和Python编程（优势）
？掌握OpenERP的技术框架（优势）
？Linux系统管理（优势）
？PostgreSQL管理和SQL编程（优势）
  
Falinwa is a consulting firm with expertise in Finance and in Business Intelligence, specialized in below fields,
Odoo ready partner / Outsourced financial task force / Outsourced financial director / All-included administrative and financial support package
Odoo is fully open source, full featured (Accounting, HR, CRM, Manufacturing, etc.) and its online offer is 3 times cheaper than traditional competitors like SAP and Microsoft’’
The successful candidate will need to have strong self-motivation under pressure, strong willing to ERP functional analysis and R&D, have good attention to details and be able to translate information collated from project managers into information packs for the customers.
Welcome to join us!
职能类别：
技术支持/维护工程师
ERP技术开发
关键字：
IT工程师
IT专员",车公庙都市阳光名苑2座,https://jobs.51job.com/shenzhen-ftq/99867609.html?s=01&t=0
深圳绿米联创科技有限公司,"
软件开发实习生（应届毕业生优先）","
深圳-南山区|无工作经验|本科|招5人|08-14发布",3-6千/月,"1、985，211重点大学，本科及以上学历，软件工程、计算机、数学等相关专业；
2、喜欢从事软件开发工作，有一定的技术、计算机基础；
3、扎实的数据结构和算法功底，编码强悍；
4、熟悉Linux开发环境，C/C++，熟悉Python、Java；
5、有自然语言处理、机器学习知识背景；
6、优秀的分析问题、解决问题能力和团队合作意识；
7、熟悉互联网行业有良好的责任心和团队合作精神，善于沟通、工作上能自主驱动。职能类别：
软件工程师",桃源街道留仙大道塘岭路1号金骐智谷大厦801,https://jobs.51job.com/shenzhen-nsq/86145115.html?s=01&t=0
北京比特大陆科技有限公司,"
量化策略研究实习生-深圳-01099","
深圳-南山区|无工作经验|硕士|招1人|08-14发布",6-8千/月,"结合金融知识，使用统计学工具研究和设计针对于虚拟货币的量化交易策略；
协助研究制定量化策略的相关的规范和指标，并协助技术人员扩展策略的评估体系；
使用统计检验等方法研究策略风险控制的数学模型，并协助技术人员搭建风险监控体系；
协助技术人员扩展策略引擎框架。
岗位要求：
硕士以上学历，数学、金融工程相关专业背景；
统计基础扎实，有计量经济学基础；
熟悉python及其数据科学相关工具（numpy，scipy，sklearn等），有面向对象编程基础；
有相应的金融基础知识，能够理解套利，对冲，衍生品定价；
除了对算法设计有思路，同时对代码质量有追求，了解git，参与过合作项目，有文档习惯；
工作认真有责任心，逻辑分析能力强，善于沟通。
优先条件：
熟悉C/C++以及cython优先；
有量化私募，券商工作经验者优先；
有实盘交易和程序化交易工作研究经验。
职能类别：
金融/经济研究员
关键字：
量化策略
区块链",桃园路1号西海明珠大厦F座20层2001室,https://jobs.51job.com/shenzhen-nsq/103364592.html?s=01&t=0
携程旅行网深圳分公司,"
2019届实习生（开发类）J15491","
深圳-南山区|无工作经验|招3人|08-14发布",4.5-6千/月,"1、熟悉基本数据结构和基本算法实现，对代码优化感兴趣，理解代码背后的运行机制；
2、熟练使用至少一种开发语言（c、c++、C#、Java、python等）；
3、了解数据库编程的基本知识和常用SQL的开发和性能调优，了解SQLServer或MySql数据库更优；
4、了解多线程编程，大数据相关技术，对开源项目有浓厚兴趣；
5、了解JavaScript，Html，CSS等基础知识；
6、优秀的分析问题和解决问题的能力，勇于解决难题；
7、较强的沟通能力，对技术有钻研的热情，强烈的自我发展意愿；
8、期待你具备Linux开发经验或JavaWeb开发经验；
任职资格: 1.2019年毕业，计算机、软件或相关专业本、硕、博。 2.至少实习时间三个月以上，可长期实习优先考虑
职能类别：
软件工程师",后海大道2388号怡化金融科技大厦8楼,https://jobs.51job.com/shenzhen-nsq/98926280.html?s=01&t=0
深圳禾略贝塔投资咨询有限公司,"
数据分析师（实习生）","
深圳-南山区|无工作经验|本科|招3人|08-15发布|普通话|统计学 数学与应用数学",3.5-4千/月,"我们是一家创新、开放的房地产咨询公司，致力于将统计学、高等数学、量子物理等理论，通过大数据应用在房地产传统业务上。
老板很帅、同事很cool、大家都很nice。我们的工作特别烧脑，每天都在做研究，工作时间不限制，工作职能是叠加态，特别锻炼人，与未来接轨，不用担心被时代淘汰！
欢迎浏览公司官网：http://www.urasr.com/；公众号：禾略（helue_China）。
随着公司业务规模的扩张，现在急需招募广大有志青年，一起change the world！
工作内容包括但不局限于：
1、 数据清洗、建模，分析城市的关系、发展历程、前景；
2、 建模研究城市指标，判断城市属性、投资机会，独立完成研究报告；
3、 挖掘城市的发展机会点；
4、 建模细分客群，研究客户的共性和差异性；
5、 创造性的研发工作。
专业技能要求：
1、 熟悉运用SPSS、R、Python、SAS、MATLAB、Stata等数据分析软件；
2、 丰富的数据处理经验，快速学习能力；
3、 工作高效，责任心强。
无论您在哪里，在禾略的世界里，您都将连上世界的头脑风暴！
职能类别：
房地产投资分析
专业顾问
关键字：
数据分析
房地产
咨询
大数据
实习生",海岸大厦东座B区14楼,https://jobs.51job.com/shenzhen-nsq/92282778.html?s=01&t=0
广州小马智行科技有限公司,"
实习 - 自动驾驶（软件）系统工程师（副本）","
深圳-南山区|无工作经验|招若干人|08-15发布",7-8千/月,"职位描述：
岗位职责：
负责自动驾驶汽车系统的工程化开发，参与各个模块的架构设计与工程实现。包括但不限于车载系统框架、大数据平台、仿真与测试系统。 
任职要求：
-计算机以及相关专业本科以上学历； 
-优秀的编程能力, 熟悉 C/C++或 Python；  
-掌握计算机相关基础知识如数据结构与算法等； 
-若能满足如下条件的其中一个，会适当加分: 
-熟悉ROS及相关机器人系统开发；  
-熟悉开源分布式系统，比如Hadoop, Spark等； 
-熟悉计算机图形学，有OpenGL开发经验； 
-有自动驾驶、无人机等机器人项目经验； 
-有ACM、智能车竞赛等相关经历。
职能类别：
软件工程师",大冲商务中心A座1105,https://jobs.51job.com/shenzhen-nsq/105414782.html?s=01&t=0
深圳柚子街科技有限公司,"
Python自动化测试工程师","
深圳-南山区|2年经验|大专|招1人|08-16发布",1-1.5万/月,"此岗位面向2016年或之前毕业的同学，不对应届生和实习生做招聘，可安排周六面试。
此岗承接腾讯支付业务部的技术需求，并完成开发工作。
工作内容： 
1、负责移动客户端及后台自动化测试用例编写（python）
2、负责测试环境账号及mock数据构造
3、自动化用例调试及日常维护
职位要求： 
1、1年以上python工作经验，熟悉requests库及http协议，具备python自动化经验更佳；
2、熟悉Python开发，了解Json和xml数据交换格式；
3、熟悉Linux系统，掌握Linux常用指令；
4、具备良好的编码风格，能书写良好的开发文档； 
5、具备良好的沟通和文字表达能力，具备一定程度独立定位解决技术问题的能力；
6、掌握git工具，了解jenkins工具；
7、有意愿从事python自动化开发（无意愿者勿进）。
职能类别：
互联网软件开发工程师",粤兴五路北理工创新大厦1002,https://jobs.51job.com/shenzhen-nsq/104391317.html?s=01&t=0
深圳狗尾草智能科技有限公司,"
AI 实习生","
深圳-南山区|无工作经验|本科|招若干人|08-16发布",120元/天,"岗位要求：
1. 在指导下，进行面向聊天机器人的基础NLP算法设计和工程优化；
2. 对话数据标注，训练相应的学习模型供NLP或知识图谱使用；
3. 分析对话日志，进行数据挖掘，对相应算法进行持续优化；
4. 在指导下，进行知识图谱的建模和管理；
5. 在指导下，进行用户画像的建模与学习及自动化推荐。
任职要求：
1. 学历：本/硕/博，计算机相关专业；
2. 数量掌握Python；
3. 熟悉分词、词性标注、实体识别、句法分析等，有情感分析、关系抽取和事件抽取经验者优先；
4. 熟悉最大熵模型，CRF，SVM等经典机器学习算法和工具，有词向量、RNN, CNN和LSTM等深度学习经验者优先；
5. 熟悉各种分类、回归、聚类、关联规则等经典机器学习算法、熟练使用sklearn, weka等开源工具，并根据特定需求进行代价函数和训练过程的算法优化和修改；
6. 熟悉知识图谱基本原理，有图数据库使用经验者优先；
7.在核心期刊上发表过论文者优先，应聘时请提供论文路径；
8.在校期间参与过相关开发项目者优先。
此实习生岗位工作地点：深圳或上海，请应聘时备注可以接受的地域。职能类别：
算法工程师
软件工程师
关键字：
NLP
机器学习",科苑北东方科技大厦,https://jobs.51job.com/shenzhen-nsq/101335772.html?s=01&t=0
深圳尚睿达信息技术有限公司,"
机器人学习（实习生+学徒）","
深圳-宝安区|无工作经验|大专|招2人|08-17发布|普通话",0.8-1万/月,"实习岗位，欢迎优秀应届毕业生投递简历
入职要求：1、20-28岁，专业不限，大专及以上学历者优先2、需对计算机、游戏开发、设计、网站建设有兴趣3、有一定的逻辑思维，会简单电脑操作4、面试通过，直接上岗，无经验者，人品优秀可先带薪实习后上岗
岗位职责：1、软件开发/设计等相关专业大专或以上学历；2、具有一定的C/C 语言基础，掌握数据结构相关知识；3、熟练操作Windows、Office等办公软件；4、善于学习，深入了解嵌入式系统软件及开发环境；5、具有良好的编码习惯，编写结构清晰、命名规范、逻辑性强、代码效率高；6、深入理解软件工程思想；7、具有良好学习能力和团队合作精神。
福利待遇：1、周末双休，每天7小时上班时间，无夜班，不加班。2、大量有奖金项目可做，能力强者可不限量接受奖金项目，3、公司为员工购买五险一金，定期组织员工生日会、野外游玩等活动，提供良好的晋升机制，广阔的晋升空间。
工作地址            深圳市宝安深圳宝安区西乡新湾路蚝业雅苑写字楼205室 
职能类别：
软件工程师
算法工程师
关键字：
实习生
机器人
算法
数据
Python",西乡,https://jobs.51job.com/shenzhen-baq/105616895.html?s=01&t=0
深圳市华傲数据技术有限公司,"
量化实习生/C++实习生","
深圳-南山区|无工作经验|硕士|招2人|08-17发布",4-8千/月,"岗位要求:（1）研究生在读，985,211院校；（2）有扎实的数理功底，有良好的编程习惯和编程技术（3）熟悉C、c++或python、matlab等量化开发语言(4) 具有一定的金融知识背景，喜欢从事量化方向的系统开发、策略研究
工作岗位职责:（1）协助部门同事搭建量化研究平台（2）协助搭建量化回测平台（3）协助构建量化多因子模型（4）维护及优化量化研究和回测平台，提供系统效率该岗位
要求学历硕士以上，计算机相关专业，简历上写明相关项目经验，请投递者仔细查阅，谢谢。
职能类别：
软件工程师",软件大厦,https://jobs.51job.com/shenzhen-nsq/99694319.html?s=01&t=0
深圳市群芯科创电子有限公司,"
DBA/数据库运维工程师实习生","
深圳-宝安区|无工作经验|大专|招3人|08-17发布",4.5-6千/月,"岗位职责：
1、负责数据库系统的管理工作，保证其安全、可靠、正常运行；
2、负责数据库服务器的管理工作，做好服务器的运行记录；
3、负责数据库系统的建设，做好服务器的维护、数据库软件的安装、数据库的建立工作，定期对数据进行备份；
4、SQL优化，负责对问题SQL提出优化及改进建议；
5、根据公司和部门工作需要，完成领导交办的其他任务；
任职要求：
1、专科及以上学历，、计算机、网络技术等相关专业优先考虑；
2、了解ORACLE数据库体系结构以及安装、配置、升级、迁移、备份恢复的优先；
3、了解Unix/Linux操作系统；熟悉Bash、Perl，Python等脚本语言的优先；
工作时间:
9:00-18:00 午休2个小时
周末双休，节假日加班工资按国家标准发放。
福利待遇：
1：富有竞争力的薪酬水平和其他福利津贴；
2：健全的五险一金；
3：给予完善的绩效考核，年终奖金及定期调薪；
4：完善的培养体系和晋升机制；
5：带薪休假（年假，婚假，丧假，病假等）；
6：丰富的业余集体活动（拓展，旅游，聚餐，年会等）。
职能类别：
大数据开发/分析
信息技术专员
关键字：
DBM
数据
数据库
信息技术
实习生",深圳-宝安区,https://jobs.51job.com/shenzhen-baq/102169946.html?s=01&t=0
华润元大基金管理有限公司,"
资本市场部实习生","
深圳-福田区|无工作经验|招1人|08-17发布",1.5-2千/月,"主要工作内容：
1.协助投资经理进行产品管理、市场研究分析；
2.部门负责人交代的其他工作;
应聘要求：
1.具有金融与理工科复合背景者佳；
2.具有较强的数据处理能力，熟练使用SQL、MATLAB、Python等相关软件者佳；
3.学习能力强，踏实认真，有吃苦精神，按要求准确完成各项工作，有较强的责任心，能够进行独立思考，并擅于对所负责工作归纳总结；
4.全职实习，并能尽快到岗；
5.具有银行/券商/信托/基金公司/基金子公司相关产品实习经验为佳。
 
有意者请将简历投递至：有意者请将简历投递至：yangkw@cryuantafund.com，抄送至：zhaopin@cryuantafund.com，
邮政主题格式要求：应聘岗位+姓名+性别+学历学校专业+工作年限/毕业时间。
职能类别：
其他
关键字：
周末双休
带薪年假
五险一金
绩效奖金
节日福利
定期体检
补充医疗保险",中心四路1-1号嘉里建设广场三座7楼,https://jobs.51job.com/shenzhen-ftq/104312398.html?s=01&t=0
意礴数字科技（深圳）有限公司,"
机器学习算法工程师（实习/全职）","
深圳-南山区|无工作经验|本科|招1人|08-17发布",1-2万/月,"岗位职责：
- 熟悉使用各种统计工具和方法，对现有数据进行深度挖掘，为公司运营决策提供可靠依据；
- 依据公司产品线特征，开发、评估并维护各种数据预测模型；
- 熟悉公司产品线各个环节的信息流处理模式及特点，快速响应各种突发事件的相应开发需求；
- 深入理解日常工作中的数据集，拓展数据分析业务维度，并能够将自己的理解系统全面的展示给相关部门同事以及公司管理层；
- 配合协调各部门同事，从而使得数据分析整个流程，如：数据采集，分析建模，搭建生产框架，前期评估，后续优化等各个环节可以有效开展；
任职资格：
- 应用数学，金融数学，统计学，计算机科学，物理学或相关学科本科以上学历；
-有统计分析背景或数学相关专业有意愿从事机器学习工作的应届毕业生尤佳；
-对机器学习的统计学意义有深入了解理解。对模式识别，回归分析，聚类分析，决策树，贝叶斯网络等常用模型精通两种或以上；
- 熟悉统计分析常用工具，如R或者SPSS；
- 熟悉机器学习常用编程语言及库（或框架），如：Python(Numy/Scipy/Pandas/scikit-learn)，Spark（Scala/Java）or Haskell；
- 能独立承担某一领域的深入研究工作，在短时间内为小组成员提供学习路径与入门指导；
- 熟悉使用MS-office系列办公软件。
职能类别：
算法工程师",深圳南山区海德三道195号天利中央商务广场A座,https://jobs.51job.com/shenzhen-nsq/95191548.html?s=01&t=0
深圳市悦保科技有限公司,"
软件测试实习生","
深圳|无工作经验|本科|招若干人|08-17发布|计算机科学与技术 计算机科学",3-6千/月,"-负责产品的测试用例设计、执行、BUG提交和追踪，测试报告撰写, 完成项目测试；
-负责H5、Android、iOS APP的功能测试、性能测试、稳定性测试；
-把控项目测试质量与风险，出具解决方案 ；
-学习和研究新技术以提高测试的效率和质量，满足质量保证的需求。
任职资格：
-计算机或电子相关专业本科及以上学历；
-有web、移动互联网等产品的测试经验者优先；
-了解HTML、JavaScript以及http协议等web相关知识和技术；
-有较好的编程基础，熟悉JAVA/Python更佳；
-学习能力强，有较强分析、定位和解决问题的能力，以及跨团队沟通协调的能力；
-有较强的工作责任心，具备一定的抗压能力。
在校生优先，表现优异者，可以在毕业前转为公司正式员工。
职能类别：
软件测试",深圳市南山区科技园南区留学生创业大厦一期2302,https://jobs.51job.com/shenzhen/101650962.html?s=01&t=0
小牛气（深圳）技术有限公司,"
初级Python工程师助理","
深圳-南山区|无工作经验|大专|招2人|08-17发布",3-5.5千/月,"岗位职责：
1、根据项目需求，开发和维护python服务框架；
2、在项目工程师协助下，进行工程指定算法实现；
3、python相关系统的测试、安装部署、性能调优、技术支持等工作；
任职要求：
1、专科及以上学历，年龄18-28岁，可接受应届毕业生，计算机相关专业优先；
2、熟悉计算机操作，有it经验优先；
3、具备良好的沟通协调能力和团队合作意识，工作踏实，态度积极，能够承受工作压力；
薪资待遇：
1、周末双休；
2、上班时间：朝九晚六；
3、不定期员工聚餐唱K等娱乐节目；
4、五险一金+法定节假日休+员工生日会+节假日福利等；
5、享受国家法定节假日带薪休假。
职能类别：
系统工程师
ERP技术开发
关键字：
python
软件
工程师
助理
实习生
IT",西丽街道西丽地铁站附近,https://jobs.51job.com/shenzhen-nsq/105662836.html?s=01&t=0
深圳市倍通供应链服务有限公司,"
软件开发工程师（C#/python）","
深圳|1年经验|本科|招2人|08-17发布|普通话熟练",0.8-1.5万/月,"1.   参与系统的详细设计工作，按照要求完成程序设计、数据库设计、用户手册等相关技术文档；
2.   负责系统的编码实现，根据设计文档完成相应模块软件的编程任务；
3.   负责平台的开发及新功能升级，并进行测试、修改、优化工作；
4.   完成系统日常运维及支持工作，对公司开发的程序有深入的了解，保证系统的稳定高效运行
任职要求：
1、 计算机、软件工程等相关专业，本科以上学历，至少有1年以上工作经验或实习经历；
2、 熟悉C#、Python开发，了解java,熟练掌握Visual Studio开发平台；
3. 熟练掌握SQL Server  、MYSQL数据库相关编程技术；
4. 精通HTML5,XML、AJAX、CSS、JavaScript、Web Services并熟练运用；
7、有过CS/BS系统开发经验的优先；
8. 精通软件开发流程，面向对象开发，代码规范，思路清晰，具备良好的分析和解决问题的能力职能类别：
软件工程师",深圳市宝安区机场保税大厦301,https://jobs.51job.com/shenzhen/96660476.html?s=01&t=0
深圳聚米联合科技有限公司,"
IT技术助理（可实习）","
深圳-福田区|无工作经验|大专|招5人|08-17发布",0.8-1万/月,"职位要求：
1、大专以上学历，计算机相关专业；
2、熟悉Oracle，了解Python程序设计；
3、熟悉软件测试流程及测试设计；
4、具备较强的逻辑分析能力和钻研精神；
5、有平台测试及金融行业背景优先；
6、该岗位接受优秀的应届实习生。
工作职责：
1、从事公司研发产品的测试工作，包括测试分析设计、测试执行等；
2、负责项目跟进及产品质量把控，对项目负责，有独当一面的能力。
职能类别：
软件工程师
软件测试",联合广场,https://jobs.51job.com/shenzhen-ftq/97626697.html?s=01&t=0
深圳市中联创新自控系统有限公司,"
C++研发实习生","
深圳-龙岗区|无工作经验|本科|招2人|08-17发布",3-5千/月,"【岗位职责】
 1、参与公司物联网基础平台的研发工作，应用在bat大型数据中心
 2、解决和优化开发中遇到的平台优化、基础工具使用等技术问题
【任职要求】
1、计算机相关专业，硕士/本科在校生, 2019年毕业
2、一门或多门通用编程语言的开发经验，包括不限于C++, python, Go,；熟练使用数据结构和常用算法，有较强的算法设计和实现能力，在校参与acm并获奖同学优先
3、强烈的上进心和求知欲，较强的学习能力和沟通能力
【公司福利】
1、google、百度核心研发（安卓、搜索、ads部门)背景技术团队
2、实习优秀可转正/获取大厂内推机会
3、互联网公司其他福利
工作地址：龙岗区坂田
职能类别：
软件工程师",坂田,https://jobs.51job.com/shenzhen-lgq/103096155.html?s=01&t=0
中腾信金融信息服务（上海）有限公司,"
机器学习工程师（实习生）","
深圳-南山区|无工作经验|本科|招4人|08-17发布",3-4千/月,"岗位职责：
1、
参与风险预测、用户推荐等模型建设；
 
  
2、参与基础数据平台建设、用户画像、知识图谱的建设。
  
 
  
任职要求：
  
1、本科及以上学历，2018年或者2019年毕业；
  
2、熟悉常用算法和数据结构；
  
3、熟悉Linux下开发流程 
  
4、熟悉下列至少一门语言，Python, C++, Scala 
  
5、熟悉Hadoop、tesorflow。 
  
6、熟悉基础机器学习模型的使用 
  
7、实习时间不小于5个月可以适当降低要求。
  
职能类别：
软件工程师
关键字：
机器学习
深度学习",科技园南区科技南十二路长虹科技大厦2309,https://jobs.51job.com/shenzhen-nsq/100721743.html?s=01&t=0
